measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,147,Libya,3,Both,8,15 to 19,494,Stroke,3,Rate,2015,2.5841272573174265,3.737451076949224,1.660629637412223
1,Deaths,147,Libya,3,Both,9,20 to 24,494,Stroke,3,Rate,2015,4.050899209319568,5.90505021934691,2.5843015900842037
1,Deaths,147,Libya,3,Both,10,25 to 29,494,Stroke,3,Rate,2015,5.580936337308515,8.293242508417487,3.7080023636001864
1,Deaths,147,Libya,3,Both,11,30 to 34,494,Stroke,3,Rate,2015,7.0480471773538005,10.421194307729074,4.657620577754143
1,Deaths,147,Libya,3,Both,12,35 to 39,494,Stroke,3,Rate,2015,9.888871574683197,13.592402897068874,6.689205571782496
1,Deaths,147,Libya,3,Both,13,40 to 44,494,Stroke,3,Rate,2015,15.977883852037635,22.329245782260806,11.235490373836482
1,Deaths,147,Libya,3,Both,14,45 to 49,494,Stroke,3,Rate,2015,25.197661504567357,33.847065964165516,17.970131137470062
1,Deaths,147,Libya,3,Both,15,50 to 54,494,Stroke,3,Rate,2015,36.60969096671127,48.25191481183752,26.327774316713125
1,Deaths,147,Libya,3,Both,16,55 to 59,494,Stroke,3,Rate,2015,58.768857972186424,77.00993355120856,41.968643171340084
1,Deaths,147,Libya,3,Both,17,60 to 64,494,Stroke,3,Rate,2015,134.9877062156219,173.66860279604458,98.0589896983794
1,Deaths,147,Libya,3,Both,18,65 to 69,494,Stroke,3,Rate,2015,211.63173452657912,269.35798590110034,156.04169844913096
1,Deaths,147,Libya,3,Both,19,70 to 74,494,Stroke,3,Rate,2015,396.0489470926574,500.02508525334844,299.3667894653557
1,Deaths,147,Libya,3,Both,20,75 to 79,494,Stroke,3,Rate,2015,637.21878143408,790.5268640592653,483.9336340310717
1,Deaths,147,Libya,3,Both,30,80 to 84,494,Stroke,3,Rate,2015,1075.325015431716,1332.2628972625398,818.5809526188222
1,Deaths,147,Libya,3,Both,31,85 to 89,494,Stroke,3,Rate,2015,1744.9916448775557,2179.706086452646,1311.5299383228542
1,Deaths,147,Libya,3,Both,32,90 to 94,494,Stroke,3,Rate,2015,2614.8710353413703,3193.162780724447,2028.419726892166
1,Deaths,147,Libya,3,Both,235,95 plus,494,Stroke,3,Rate,2015,4259.555446070554,5259.727590346338,3225.497895872935
1,Deaths,148,Morocco,3,Both,8,15 to 19,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,0.08513060949994554,0.12742856330272959,0.05251287767804705
1,Deaths,148,Morocco,3,Both,9,20 to 24,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,0.1665697903983679,0.26384739992868744,0.1015229675762202
1,Deaths,148,Morocco,3,Both,10,25 to 29,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,0.27848422554536567,0.41125494673570556,0.17747748566877836
1,Deaths,148,Morocco,3,Both,11,30 to 34,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,0.801556563503591,1.2308105644241882,0.49138335232293984
1,Deaths,148,Morocco,3,Both,12,35 to 39,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,1.8298051705328908,2.7057523930516814,1.1952588012501075
1,Deaths,148,Morocco,3,Both,13,40 to 44,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,4.224609624769843,5.822784875931586,2.8991338998571408
1,Deaths,148,Morocco,3,Both,14,45 to 49,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,9.726898253024086,13.162797444114615,6.770056123661473
1,Deaths,148,Morocco,3,Both,15,50 to 54,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,22.151019753060325,30.204170245647077,15.346716285289185
1,Deaths,148,Morocco,3,Both,16,55 to 59,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,41.97405732726377,57.173981326648715,29.755904265007153
1,Deaths,148,Morocco,3,Both,17,60 to 64,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,66.06943371179702,89.90958813379491,48.06110064214507
1,Deaths,148,Morocco,3,Both,18,65 to 69,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,85.80582149788398,116.29626218545017,62.992316635310175
1,Deaths,148,Morocco,3,Both,19,70 to 74,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,93.11736125152379,123.41284094315537,68.95676945301871
1,Deaths,148,Morocco,3,Both,20,75 to 79,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,89.59675323350363,115.38853219474149,65.83060536635784
1,Deaths,148,Morocco,3,Both,30,80 to 84,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,95.75948236942882,128.28025768550236,69.5983200336578
1,Deaths,148,Morocco,3,Both,31,85 to 89,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,93.7777736098943,122.34976776665076,71.06546725052242
1,Deaths,148,Morocco,3,Both,32,90 to 94,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,99.42928929162623,126.43066954302287,76.8005544647881
1,Deaths,148,Morocco,3,Both,235,95 plus,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,92.47086311971539,121.93105414978413,69.26896301662154
1,Deaths,98,Chile,3,Both,8,15 to 19,493,Ischemic heart disease,3,Rate,2015,0.3166687031919382,0.40311529962003323,0.24422705775477327
1,Deaths,98,Chile,3,Both,9,20 to 24,493,Ischemic heart disease,3,Rate,2015,0.6482797355756966,0.8044904928601657,0.5185313582477853
1,Deaths,98,Chile,3,Both,10,25 to 29,493,Ischemic heart disease,3,Rate,2015,1.3238850289608013,1.6133438285914574,1.0590458708826496
1,Deaths,98,Chile,3,Both,11,30 to 34,493,Ischemic heart disease,3,Rate,2015,2.6621403105726587,3.1744178817846476,2.1894689006096275
1,Deaths,98,Chile,3,Both,12,35 to 39,493,Ischemic heart disease,3,Rate,2015,5.49811937312094,6.35798190283166,4.679126855246783
1,Deaths,98,Chile,3,Both,13,40 to 44,493,Ischemic heart disease,3,Rate,2015,11.367688992329088,12.825331678819685,9.882435144445319
1,Deaths,98,Chile,3,Both,14,45 to 49,493,Ischemic heart disease,3,Rate,2015,22.307073031109066,24.653064804058015,19.99559647426503
1,Deaths,98,Chile,3,Both,15,50 to 54,493,Ischemic heart disease,3,Rate,2015,41.98754220115462,46.2550403183392,38.07083064331601
1,Deaths,98,Chile,3,Both,16,55 to 59,493,Ischemic heart disease,3,Rate,2015,67.46754655810248,73.15048077897114,61.845404493050815
1,Deaths,98,Chile,3,Both,17,60 to 64,493,Ischemic heart disease,3,Rate,2015,108.22420890887828,117.69059657080709,99.49620067210613
1,Deaths,98,Chile,3,Both,18,65 to 69,493,Ischemic heart disease,3,Rate,2015,180.29854107881025,195.41609451571708,166.25585608121906
1,Deaths,98,Chile,3,Both,19,70 to 74,493,Ischemic heart disease,3,Rate,2015,270.45693601753953,293.68897657439226,248.7442436776466
1,Deaths,98,Chile,3,Both,20,75 to 79,493,Ischemic heart disease,3,Rate,2015,406.5568990406106,443.49505338277305,374.18793665657273
1,Deaths,98,Chile,3,Both,30,80 to 84,493,Ischemic heart disease,3,Rate,2015,689.0441759622782,747.6234801857001,635.3031437838746
1,Deaths,98,Chile,3,Both,31,85 to 89,493,Ischemic heart disease,3,Rate,2015,1270.2934368320591,1389.42786059438,1167.2996204923245
1,Deaths,98,Chile,3,Both,32,90 to 94,493,Ischemic heart disease,3,Rate,2015,2262.7300523246186,2464.5889678597923,2090.6591944924467
1,Deaths,98,Chile,3,Both,235,95 plus,493,Ischemic heart disease,3,Rate,2015,5111.197550297103,5618.674261965039,4655.567585576297
1,Deaths,98,Chile,3,Both,1,Under 5,494,Stroke,3,Rate,2015,0.15238446862473803,0.19176017784255087,0.12093407392246597
1,Deaths,98,Chile,3,Both,6,5 to 9,494,Stroke,3,Rate,2015,0.119586568639691,0.1488677045875289,0.0940145305055522
1,Deaths,98,Chile,3,Both,7,10 to 14,494,Stroke,3,Rate,2015,0.2511678932216932,0.30646080272790055,0.2044555793746316
1,Deaths,98,Chile,3,Both,8,15 to 19,494,Stroke,3,Rate,2015,0.7714240336273824,0.9278597572913051,0.6390723033027703
1,Deaths,98,Chile,3,Both,9,20 to 24,494,Stroke,3,Rate,2015,0.9734000650954238,1.1633755531962136,0.8145279738900966
1,Deaths,98,Chile,3,Both,10,25 to 29,494,Stroke,3,Rate,2015,1.3226449033218162,1.572677100354166,1.110762701176208
1,Deaths,98,Chile,3,Both,11,30 to 34,494,Stroke,3,Rate,2015,2.2963116170865385,2.6633876979977327,1.9650619932545768
1,Deaths,98,Chile,3,Both,12,35 to 39,494,Stroke,3,Rate,2015,4.883102519726834,5.624062447520692,4.215522802791731
1,Deaths,98,Chile,3,Both,13,40 to 44,494,Stroke,3,Rate,2015,8.681056735900468,9.742584442871282,7.63332877909446
1,Deaths,98,Chile,3,Both,14,45 to 49,494,Stroke,3,Rate,2015,14.827859147655134,16.564238576941317,13.126562196202638
1,Deaths,98,Chile,3,Both,15,50 to 54,494,Stroke,3,Rate,2015,24.926025023297225,27.81757175676434,22.230622156132817
1,Deaths,98,Chile,3,Both,16,55 to 59,494,Stroke,3,Rate,2015,40.35866484872572,45.24165817001741,36.478661592172834
1,Deaths,98,Chile,3,Both,17,60 to 64,494,Stroke,3,Rate,2015,67.92190017788504,74.80889966354887,60.997843728002984
1,Deaths,98,Chile,3,Both,18,65 to 69,494,Stroke,3,Rate,2015,124.14308953242606,137.16534413793815,112.26702668342512
1,Deaths,98,Chile,3,Both,19,70 to 74,494,Stroke,3,Rate,2015,214.72157775792763,233.08243032823125,195.98617369283033
1,Deaths,98,Chile,3,Both,20,75 to 79,494,Stroke,3,Rate,2015,387.51243096468954,419.5651183590907,354.7678080493728
1,Deaths,98,Chile,3,Both,30,80 to 84,494,Stroke,3,Rate,2015,693.4122988126669,749.7087446753673,639.0449804788301
1,Deaths,98,Chile,3,Both,31,85 to 89,494,Stroke,3,Rate,2015,1252.7620063366828,1373.3233525200728,1148.4961564786684
1,Deaths,98,Chile,3,Both,32,90 to 94,494,Stroke,3,Rate,2015,1910.4174982358034,2101.4570735136613,1734.4236401177513
1,Deaths,98,Chile,3,Both,235,95 plus,494,Stroke,3,Rate,2015,3460.4147806366323,3862.0247825584624,3138.337427875363
1,Deaths,98,Chile,3,Both,1,Under 5,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.2199260745090916,0.2822114745701029,0.16970332022518494
1,Deaths,98,Chile,3,Both,6,5 to 9,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.07994326284786889,0.10612907134249952,0.05992529340799372
1,Deaths,98,Chile,3,Both,7,10 to 14,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.06099299322381402,0.08188324202022257,0.045034718454849944
1,Deaths,98,Chile,3,Both,8,15 to 19,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.18321112544646193,0.2266827527457903,0.14157397312467287
1,Deaths,98,Chile,3,Both,9,20 to 24,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.13721580062775315,0.17604654629667965,0.10359807508473745
1,Deaths,98,Chile,3,Both,10,25 to 29,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.1937364238071885,0.25309854189564146,0.14892774697602035
1,Deaths,98,Chile,3,Both,11,30 to 34,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.2403854004291726,0.3070954063659424,0.18501915563531757
1,Deaths,98,Chile,3,Both,12,35 to 39,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.4725025135102895,0.596442460559673,0.36695330381388924
1,Deaths,98,Chile,3,Both,13,40 to 44,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.8010098325292158,0.9719835890800131,0.6446563478663115
1,Deaths,98,Chile,3,Both,14,45 to 49,509,Chronic obstructive pulmonary disease,3,Rate,2015,1.525112702388966,1.801427958433605,1.2537440737311423
1,Deaths,98,Chile,3,Both,15,50 to 54,509,Chronic obstructive pulmonary disease,3,Rate,2015,3.854991629209643,4.53872822792927,3.254505748744656
1,Deaths,98,Chile,3,Both,16,55 to 59,509,Chronic obstructive pulmonary disease,3,Rate,2015,8.61483394232308,10.337983361194855,7.262958164020315
1,Deaths,98,Chile,3,Both,17,60 to 64,509,Chronic obstructive pulmonary disease,3,Rate,2015,20.20325722445496,24.892679830239594,16.932848261754444
1,Deaths,98,Chile,3,Both,18,65 to 69,509,Chronic obstructive pulmonary disease,3,Rate,2015,44.3227478589256,54.480141257838554,37.438847439385086
1,Deaths,98,Chile,3,Both,19,70 to 74,509,Chronic obstructive pulmonary disease,3,Rate,2015,85.75752823769467,100.67439740518203,73.47016861113211
1,Deaths,98,Chile,3,Both,20,75 to 79,509,Chronic obstructive pulmonary disease,3,Rate,2015,159.57652785432924,187.659677165082,138.00873347450084
1,Deaths,98,Chile,3,Both,30,80 to 84,509,Chronic obstructive pulmonary disease,3,Rate,2015,323.9726398587237,378.90721110896953,285.0735388303049
1,Deaths,98,Chile,3,Both,31,85 to 89,509,Chronic obstructive pulmonary disease,3,Rate,2015,618.5345498647264,725.3855940777773,545.0664876593147
1,Deaths,98,Chile,3,Both,32,90 to 94,509,Chronic obstructive pulmonary disease,3,Rate,2015,1040.3999089473627,1202.9510062694364,920.0955281010627
1,Deaths,98,Chile,3,Both,235,95 plus,509,Chronic obstructive pulmonary disease,3,Rate,2015,2220.815288171451,2553.061572273376,1964.4650967569173
1,Deaths,74,Andorra,3,Both,1,Under 5,322,Lower respiratory infections,3,Rate,2015,1.4168180328722928,2.060067162213808,0.9214117470915929
1,Deaths,74,Andorra,3,Both,6,5 to 9,322,Lower respiratory infections,3,Rate,2015,0.18926180073588386,0.2728895973641035,0.1252832007804719
1,Deaths,74,Andorra,3,Both,7,10 to 14,322,Lower respiratory infections,3,Rate,2015,0.1572459701226306,0.21856910741141117,0.106536970347511
1,Deaths,74,Andorra,3,Both,8,15 to 19,322,Lower respiratory infections,3,Rate,2015,0.2538660839243437,0.36125427572209756,0.16613879065645615
1,Deaths,74,Andorra,3,Both,9,20 to 24,322,Lower respiratory infections,3,Rate,2015,0.4219704283691951,0.6194812879979096,0.2705332919469994
1,Deaths,74,Andorra,3,Both,10,25 to 29,322,Lower respiratory infections,3,Rate,2015,0.5965326427474684,0.8487684529721986,0.37878738070777246
1,Deaths,74,Andorra,3,Both,11,30 to 34,322,Lower respiratory infections,3,Rate,2015,0.8466544506453036,1.2627037750682353,0.5338429416592854
1,Deaths,74,Andorra,3,Both,12,35 to 39,322,Lower respiratory infections,3,Rate,2015,1.2983656504000318,1.909607254914768,0.8099325702690611
1,Deaths,74,Andorra,3,Both,13,40 to 44,322,Lower respiratory infections,3,Rate,2015,2.032180485419541,3.018120120646064,1.2663548449627164
1,Deaths,74,Andorra,3,Both,14,45 to 49,322,Lower respiratory infections,3,Rate,2015,3.188835246525131,4.672976098907276,1.9507797102429147
1,Deaths,74,Andorra,3,Both,15,50 to 54,322,Lower respiratory infections,3,Rate,2015,5.0895158784911025,7.4987841010910214,3.0349516731820474
1,Deaths,74,Andorra,3,Both,16,55 to 59,322,Lower respiratory infections,3,Rate,2015,7.9503019542689355,11.273356182737487,4.867325550613202
1,Deaths,74,Andorra,3,Both,17,60 to 64,322,Lower respiratory infections,3,Rate,2015,13.564125842094462,19.486879072124808,8.585549437031277
1,Deaths,74,Andorra,3,Both,18,65 to 69,322,Lower respiratory infections,3,Rate,2015,23.174634950549212,33.03801267658719,15.078289095718814
1,Deaths,74,Andorra,3,Both,19,70 to 74,322,Lower respiratory infections,3,Rate,2015,49.50402961480725,70.05958518471145,32.50337731229659
1,Deaths,74,Andorra,3,Both,20,75 to 79,322,Lower respiratory infections,3,Rate,2015,112.92252251919298,157.42668873360006,76.27151957684785
1,Deaths,74,Andorra,3,Both,30,80 to 84,322,Lower respiratory infections,3,Rate,2015,296.3839575773509,400.271982941849,206.34532345909543
1,Deaths,74,Andorra,3,Both,31,85 to 89,322,Lower respiratory infections,3,Rate,2015,773.5692680162455,984.076024879643,551.9455049572913
1,Deaths,74,Andorra,3,Both,32,90 to 94,322,Lower respiratory infections,3,Rate,2015,1527.7098789158931,1944.8501482273944,1094.247048106324
1,Deaths,74,Andorra,3,Both,235,95 plus,322,Lower respiratory infections,3,Rate,2015,2677.1651698702103,3337.6155291273703,1959.7610527314475
1,Deaths,147,Libya,3,Both,8,15 to 19,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,0.14401956733612048,0.22023743637175297,0.09022754862217718
1,Deaths,147,Libya,3,Both,9,20 to 24,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,0.2967594128418796,0.4655185173185951,0.1784571929896267
1,Deaths,147,Libya,3,Both,10,25 to 29,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,0.47120196509659035,0.7106260159354821,0.30482560739228987
1,Deaths,147,Libya,3,Both,11,30 to 34,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,1.469460087988553,2.2047705534332764,0.9295140261360765
1,Deaths,147,Libya,3,Both,12,35 to 39,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,3.291979203235215,4.8455078110604966,2.1207545268608294
1,Deaths,147,Libya,3,Both,13,40 to 44,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,7.821811534487688,11.268823492228494,5.454470868013973
1,Deaths,147,Libya,3,Both,14,45 to 49,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,15.590835853838405,21.19301703977516,10.831790948361922
1,Deaths,147,Libya,3,Both,15,50 to 54,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,28.240889343570373,37.82850436256559,20.938165923957584
1,Deaths,147,Libya,3,Both,16,55 to 59,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,45.54811699931485,60.572156153720975,33.329050491133806
1,Deaths,147,Libya,3,Both,17,60 to 64,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,87.68748696139272,115.14200332521534,65.51677334017903
1,Deaths,147,Libya,3,Both,18,65 to 69,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,115.6871920100257,148.23172583412614,88.15465851370575
1,Deaths,147,Libya,3,Both,19,70 to 74,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,178.7023378230526,227.1735090042122,135.49408076151028
1,Deaths,147,Libya,3,Both,20,75 to 79,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,167.6746985330666,220.5657734708349,125.14825589214166
1,Deaths,147,Libya,3,Both,30,80 to 84,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,186.6577001408477,252.35803583053166,135.98719959087595
1,Deaths,147,Libya,3,Both,31,85 to 89,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,189.79930765778306,250.20729134848904,137.3487530387046
1,Deaths,147,Libya,3,Both,32,90 to 94,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,189.38259712297884,245.51436317347816,144.42139892620864
1,Deaths,147,Libya,3,Both,235,95 plus,426,"Tracheal, bronchus, and lung cancer",3,Rate,2015,201.71440773972498,269.61051157323396,149.5213508815326
1,Deaths,197,Swaziland,3,Both,1,Under 5,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.1504395616297636,0.27009778260445155,0.0753392010496777
1,Deaths,197,Swaziland,3,Both,6,5 to 9,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.08530178682749504,0.14455693422298893,0.04523726704997252
1,Deaths,197,Swaziland,3,Both,7,10 to 14,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.07198048164262592,0.12485972458766603,0.03768747564184406
1,Deaths,197,Swaziland,3,Both,8,15 to 19,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.5722548025068209,0.9483264874035222,0.3453644455688276
1,Deaths,197,Swaziland,3,Both,9,20 to 24,509,Chronic obstructive pulmonary disease,3,Rate,2015,0.7655888405466484,1.2704634457668347,0.43720903399331057
1,Deaths,197,Swaziland,3,Both,10,25 to 29,509,Chronic obstructive pulmonary disease,3,Rate,2015,1.097182693308983,1.8620280985603082,0.6149793703438878
1,Deaths,197,Swaziland,3,Both,11,30 to 34,509,Chronic obstructive pulmonary disease,3,Rate,2015,1.761454280043043,2.801802712986416,0.9755054242753136
1,Deaths,197,Swaziland,3,Both,12,35 to 39,509,Chronic obstructive pulmonary disease,3,Rate,2015,3.209985566855442,4.896239278833705,1.9097874812469193
1,Deaths,197,Swaziland,3,Both,13,40 to 44,509,Chronic obstructive pulmonary disease,3,Rate,2015,7.65097677941,11.965673590408706,4.746891152867529
1,Deaths,197,Swaziland,3,Both,14,45 to 49,509,Chronic obstructive pulmonary disease,3,Rate,2015,16.04355352878959,23.2986817674562,10.633240656873836
1,Deaths,197,Swaziland,3,Both,15,50 to 54,509,Chronic obstructive pulmonary disease,3,Rate,2015,32.73705283847723,44.70291499592052,23.495288218925083
1,Deaths,197,Swaziland,3,Both,16,55 to 59,509,Chronic obstructive pulmonary disease,3,Rate,2015,65.31273152516918,91.87538342805452,45.526829266678455
1,Deaths,197,Swaziland,3,Both,17,60 to 64,509,Chronic obstructive pulmonary disease,3,Rate,2015,106.77421550434389,143.02958694229977,78.97959459889839
1,Deaths,197,Swaziland,3,Both,18,65 to 69,509,Chronic obstructive pulmonary disease,3,Rate,2015,201.3402814231386,257.96229911176204,151.9133126454696
1,Deaths,197,Swaziland,3,Both,19,70 to 74,509,Chronic obstructive pulmonary disease,3,Rate,2015,424.5637374393816,538.0821443066094,321.9975310401401
1,Deaths,197,Swaziland,3,Both,20,75 to 79,509,Chronic obstructive pulmonary disease,3,Rate,2015,549.7557344461374,690.2652586269475,421.04343142306755
1,Deaths,197,Swaziland,3,Both,30,80 to 84,509,Chronic obstructive pulmonary disease,3,Rate,2015,730.9195812426848,927.7032234445487,563.630367375187
1,Deaths,197,Swaziland,3,Both,31,85 to 89,509,Chronic obstructive pulmonary disease,3,Rate,2015,968.7992332560326,1246.2648266499402,756.2856600947844
1,Deaths,197,Swaziland,3,Both,32,90 to 94,509,Chronic obstructive pulmonary disease,3,Rate,2015,1314.3584061935678,1690.2920491157488,1018.4932808535251
1,Deaths,197,Swaziland,3,Both,235,95 plus,509,Chronic obstructive pulmonary disease,3,Rate,2015,2007.594030524629,2617.284853119718,1539.2764377455621
1,Deaths,151,Qatar,3,Both,1,Under 5,322,Lower respiratory infections,3,Rate,2015,4.452194902445318,6.316053359934189,3.120025059026104
1,Deaths,151,Qatar,3,Both,6,5 to 9,322,Lower respiratory infections,3,Rate,2015,1.303157261701444,1.7526055731577335,0.9578345449732958
1,Deaths,151,Qatar,3,Both,7,10 to 14,322,Lower respiratory infections,3,Rate,2015,0.9871708851166101,1.2863108363911986,0.7333075391705902
1,Deaths,151,Qatar,3,Both,8,15 to 19,322,Lower respiratory infections,3,Rate,2015,0.8551044541517104,1.5335902111944626,0.5840727111276426
1,Deaths,151,Qatar,3,Both,9,20 to 24,322,Lower respiratory infections,3,Rate,2015,0.7142002148376146,1.7254206928202838,0.43737971483916704
1,Deaths,151,Qatar,3,Both,10,25 to 29,322,Lower respiratory infections,3,Rate,2015,1.2502890775141962,1.8013558884664689,0.783030014488634
1,Deaths,151,Qatar,3,Both,11,30 to 34,322,Lower respiratory infections,3,Rate,2015,0.9606775434395481,1.3407646794906751,0.6686035761190126
1,Deaths,151,Qatar,3,Both,12,35 to 39,322,Lower respiratory infections,3,Rate,2015,1.2948626161011239,1.8296164337378513,0.8767128671970372
1,Deaths,151,Qatar,3,Both,13,40 to 44,322,Lower respiratory infections,3,Rate,2015,1.5887450358706658,2.3432319949873577,1.0437071918196712
1,Deaths,151,Qatar,3,Both,14,45 to 49,322,Lower respiratory infections,3,Rate,2015,2.4635042533748477,3.454895294143647,1.7143514656134105
1,Deaths,151,Qatar,3,Both,15,50 to 54,322,Lower respiratory infections,3,Rate,2015,3.956580697321289,5.951528703058262,2.6375947327241187
1,Deaths,151,Qatar,3,Both,16,55 to 59,322,Lower respiratory infections,3,Rate,2015,9.283762101281031,12.887427538267733,6.538340979534836
1,Deaths,151,Qatar,3,Both,17,60 to 64,322,Lower respiratory infections,3,Rate,2015,23.879886326760417,33.17111644494216,16.110482682847348
1,Deaths,151,Qatar,3,Both,18,65 to 69,322,Lower respiratory infections,3,Rate,2015,46.6981524924681,63.95100588402909,32.3241321936421
1,Deaths,151,Qatar,3,Both,19,70 to 74,322,Lower respiratory infections,3,Rate,2015,99.32634066087589,136.61840492600803,60.69588238224428
1,Deaths,151,Qatar,3,Both,20,75 to 79,322,Lower respiratory infections,3,Rate,2015,138.43374995487304,186.97746305084345,93.56625725440934
1,Deaths,151,Qatar,3,Both,30,80 to 84,322,Lower respiratory infections,3,Rate,2015,289.502252064804,385.43914375157766,198.1401759251379
1,Deaths,151,Qatar,3,Both,31,85 to 89,322,Lower respiratory infections,3,Rate,2015,589.2469247781687,764.8344918861633,423.0000474899177
